"user_id","screen_name","Tipo_organismo","database","url_path","Tipo_organismo_2","Interbloque","diputado_bloque","description","profile_image_url","name","followers_count","image"
"890281511630626817","gustavohein_","HCDN","HCDN_JXC_db"," ","TODXS","JUNTOS POR EL CAMBIO","PRO","Diputado Nacional por Entre Ríos #JuntosPorElCambio.
Casado y papá de dos hijas.","http://pbs.twimg.com/profile_images/1063806041513697285/2g_UaIVg_normal.jpg","Gustavo Hein","1968","<img src="" http://pbs.twimg.com/profile_images/1063806041513697285/2g_UaIVg_normal.jpg "" height=""52""></img>"
"1574367007","AndresZottos","HCDN","HCDN_FEDERAL_db"," ","TODXS","FEDERAL","JUSTICIALISTA","Diputado Nacional por Salta","http://pbs.twimg.com/profile_images/1015425656807620609/-ieth2FA_normal.jpg","Andrés Zottos","2952","<img src="" http://pbs.twimg.com/profile_images/1015425656807620609/-ieth2FA_normal.jpg "" height=""52""></img>"
"1048981442","davidsnqn","HCDN","HCDN_JXC_db"," ","TODXS","JUNTOS POR EL CAMBIO","PRO","Papá de Juanma, Miranda y Benjamín. Esposo de Alejandra. Cristiano. Contador Público. Actual Diputado Nacional por Neuquén. #JuntosPorElCambio","http://pbs.twimg.com/profile_images/1045433658071384064/CCpV7RgI_normal.jpg","David Schlereth","6949","<img src="" http://pbs.twimg.com/profile_images/1045433658071384064/CCpV7RgI_normal.jpg "" height=""52""></img>"
"217977555","LEBasterra","PEN","PEN_db"," ","TODXS",NA,NA,"Ingeniero Agrónomo. Ministro de Agricultura, Ganadería y Pesca de la República Argentina.","http://pbs.twimg.com/profile_images/1380595450093449219/3PFjDbj-_normal.jpg","Luis Basterra","16225","<img src="" http://pbs.twimg.com/profile_images/1380595450093449219/3PFjDbj-_normal.jpg "" height=""52""></img>"
"450577726","MaruMartiniOK","PROVINCIAL","PROV_db"," ","TODXS",NA,NA,"Legisladora provincial y Presidenta del Bloque Frente de Tod☀️s en Río Negro.","http://pbs.twimg.com/profile_images/1289590371522088965/N9yvLKom_normal.jpg","Maru Martini","3745","<img src="" http://pbs.twimg.com/profile_images/1289590371522088965/N9yvLKom_normal.jpg "" height=""52""></img>"
"891296900145713153","RCSalvarezza","PEN","PEN_db"," ","TODXS",NA,NA,"Ministro de Ciencia, Tecnología e Innovación de la Nación. Doctor en Bioquímica.","http://pbs.twimg.com/profile_images/1380559918932094981/i5qbj0rN_normal.jpg","Roberto Salvarezza","61284","<img src="" http://pbs.twimg.com/profile_images/1380559918932094981/i5qbj0rN_normal.jpg "" height=""52""></img>"
"724991849912500224","UniCiudadanaAR","OTRXS","OTRXS_db"," ","TODXS",NA,NA,"#ArgentinaDePie 🤍","http://pbs.twimg.com/profile_images/1240400929045839877/1HLX2Rmm_normal.jpg","Unidad Ciudadana 🇦🇷","196301","<img src="" http://pbs.twimg.com/profile_images/1240400929045839877/1HLX2Rmm_normal.jpg "" height=""52""></img>"
"314982614","DiGiacomoLuis","HCDN","HCDN_UNIDFED_db"," ","TODXS","UNIDAD FEDERAL PARA EL DESARROLLO","JUNTOS SOMOS RIO NEGRO","Diputado Nacional - Juntos Somos Río Negro. Ex ministro de Gobierno de mi provincia. Psiquiatra. Interbloque Unidad Federal para el Desarrollo.","http://pbs.twimg.com/profile_images/1351665837988577282/kha68Dxp_normal.jpg","Luis Di Giacomo","1862","<img src="" http://pbs.twimg.com/profile_images/1351665837988577282/kha68Dxp_normal.jpg "" height=""52""></img>"
"2610724446","adolfoRSquotes","HSN","HCSN_db"," ","TODXS",NA,NA,"","http://pbs.twimg.com/profile_images/1143691292691619840/_9T-kBDh_normal.png","Adolfo Rodriguez Saa","6200","<img src="" http://pbs.twimg.com/profile_images/1143691292691619840/_9T-kBDh_normal.png "" height=""52""></img>"
"933770253921857536","FundacionAlem","OTRXS","OTRXS_db"," ","TODXS",NA,NA,"Somos la fundación oficial de la UCR. Nos dedicamos al análisis de los problemas públicos argentinos y la formación política de los miembros del partido.","http://pbs.twimg.com/profile_images/1256214048263278602/WJCQk1wG_normal.jpg","Fundación Alem","7751","<img src="" http://pbs.twimg.com/profile_images/1256214048263278602/WJCQk1wG_normal.jpg "" height=""52""></img>"
"174286642","MarceloKoenig","HCDN","HCDN_FDT_db"," ","TODXS","FRENTE DE TODOS","FRENTE DE TODOS","Diputado Nacional,
Secretario general en Descamisados
Profesor universitario
Padre de Manu y Rafa y Peronista hastas los huesos.","http://pbs.twimg.com/profile_images/422930760610635776/GCGiRbHd_normal.jpeg","Marcelo Koenig","5561","<img src="" http://pbs.twimg.com/profile_images/422930760610635776/GCGiRbHd_normal.jpeg "" height=""52""></img>"
"199939113","enriquezjorge","HCDN","HCDN_JXC_db"," ","TODXS","JUNTOS POR EL CAMBIO","PRO","Diputado Nacional @juntoscambioar 💪🇦🇷 por la Ciudad Autónoma de Buenos Aires. Abogado UBA, Colegio Nacional de Buenos Aires. Un argentino de Ley. #ProVida 💙","http://pbs.twimg.com/profile_images/1373808856942440452/bHI3SJHD_normal.jpg","Jorge R. Enríquez","8420","<img src="" http://pbs.twimg.com/profile_images/1373808856942440452/bHI3SJHD_normal.jpg "" height=""52""></img>"
"705158078","fsancheznqn","HCDN","HCDN_JXC_db"," ","TODXS","JUNTOS POR EL CAMBIO","PRO","Diputado Nacional por Neuquén. 
Profamilia. Batallando por La Argentina grande.
Casado con María Inés, padre de 5.","http://pbs.twimg.com/profile_images/1285781883037650953/7NfxL8yR_normal.jpg","Francisco Sánchez 🇦🇷","19530","<img src="" http://pbs.twimg.com/profile_images/1285781883037650953/7NfxL8yR_normal.jpg "" height=""52""></img>"
"42637609","SantiCafiero","PEN","PEN_db"," ","TODXS",NA,NA,"Militante peronista. Licenciado en Ciencia Política (UBA). Jefe de Gabinete de la Nación.","http://pbs.twimg.com/profile_images/1380268866018934793/2_o0cmx-_normal.jpg","Santiago Cafiero","305797","<img src="" http://pbs.twimg.com/profile_images/1380268866018934793/2_o0cmx-_normal.jpg "" height=""52""></img>"
